Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
1,4,5,0,1,1,2,1,5,0,0,57,63,55
1,4,1,0,0,3,1,1,3,0,0,95,84,88
1,4,4,1,0,2,2,1,0,0,0,96,78,84
0,2,2,1,1,2,1,0,2,0,0,58,56,56
1,2,2,1,1,0,2,0,1,1,0,84,83,81
0,3,2,0,0,2,2,1,3,1,1,40,59,55
1,3,5,1,1,0,0,1,1,1,0,52,33,39
0,4,4,1,0,1,2,0,1,1,0,93,98,98
1,3,2,0,1,2,0,0,6,0,0,53,57,48
1,1,0,1,1,2,2,1,3,0,0,67,53,53
1,4,4,1,1,2,1,0,3,1,2,88,74,72
1,1,2,1,0,1,1,1,1,1,2,82,75,80
0,1,1,0,1,1,1,1,3,0,1,46,47,57
0,4,2,0,0,2,2,0,2,0,0,75,84,87
0,4,5,1,1,1,2,1,4,0,0,66,82,76
1,4,0,1,1,2,2,1,1,1,1,89,74,74
0,4,3,0,1,2,2,1,3,1,0,64,71,72
0,4,0,0,1,0,2,0,3,1,1,61,67,61
0,3,2,1,1,2,2,1,2,1,1,57,68,67
0,2,1,0,1,2,1,0,3,1,1,41,57,56
0,3,0,0,1,1,2,1,4,1,0,54,55,58
0,4,2,1,0,1,2,0,2,0,0,74,76,83
0,1,5,1,0,0,1,0,1,1,1,70,74,76
0,3,4,1,1,1,2,1,1,0,1,47,68,60
1,0,5,1,1,1,1,1,1,1,1,67,57,60
1,0,5,0,1,1,1,1,1,1,2,47,43,41
0,1,0,0,1,1,2,0,1,1,0,54,63,66
1,4,2,1,0,1,2,1,2,0,2,78,75,77
1,3,2,1,1,1,2,1,6,1,1,63,64,62
0,1,3,1,0,1,2,0,1,1,1,65,80,77
0,3,0,1,1,1,1,1,1,1,1,59,68,79
1,4,3,0,0,1,2,0,5,1,0,72,69,68
0,2,3,1,0,2,1,0,3,0,0,89,92,98
1,3,2,0,1,2,2,0,1,1,0,56,46,49
0,2,2,1,1,2,2,1,3,0,1,57,69,62
1,2,4,1,1,0,2,1,1,1,0,62,64,62
0,1,5,1,0,1,2,1,2,1,0,86,90,94
1,2,5,1,1,1,2,1,1,1,1,83,79,77
0,4,4,0,1,1,1,1,4,1,1,54,56,60
0,3,0,1,1,2,2,0,2,0,1,58,67,71
1,2,5,1,1,2,1,0,3,0,0,86,89,82
1,2,5,1,1,1,1,0,1,1,1,84,80,73
0,0,3,1,1,2,0,1,2,1,1,66,83,78
0,2,5,0,1,2,1,1,1,1,1,33,41,46
0,2,0,1,0,2,0,1,4,1,0,73,80,81
0,2,1,1,1,1,2,1,3,1,0,63,78,81
1,2,5,1,1,0,2,1,3,0,0,91,87,83
1,3,4,0,1,1,2,1,3,1,2,65,69,60
0,1,1,1,0,1,2,0,1,1,1,42,56,61
1,2,5,1,1,0,2,0,2,1,0,84,82,74
1,2,5,1,0,1,0,1,1,0,2,72,75,74
1,4,0,1,1,1,2,1,0,0,0,65,56,48
0,0,1,1,1,1,0,0,1,0,0,79,89,89
1,1,4,1,1,1,2,0,2,1,0,62,48,47
1,1,0,0,1,1,0,0,2,1,2,67,61,54
1,2,0,1,1,2,1,1,1,1,0,38,45,45
1,1,5,0,0,2,1,0,1,1,0,86,86,87
1,2,0,0,0,2,1,1,2,0,1,71,71,72
1,2,2,1,1,2,2,1,3,1,0,67,57,54
0,3,4,1,1,1,0,1,1,1,0,69,69,75
0,3,5,0,1,0,2,1,3,0,2,62,75,71
0,1,4,1,0,1,2,1,0,1,1,64,65,73
0,1,2,1,1,1,2,0,1,0,1,70,81,86
0,0,1,1,1,2,2,1,3,1,0,86,100,97
1,3,4,0,1,1,2,1,0,1,0,80,68,68
0,3,5,1,0,1,1,0,1,0,0,81,85,93
0,4,4,1,1,0,1,1,5,1,0,92,77,86
0,3,0,0,1,1,2,0,2,1,0,62,72,74
1,1,4,1,0,2,2,1,3,0,0,43,44,38
1,0,4,0,1,2,2,1,0,1,0,62,63,55
0,1,2,1,1,1,1,1,1,0,1,54,67,58
0,3,4,0,1,3,2,1,0,0,2,67,88,84
1,0,4,1,1,1,2,0,2,0,2,58,57,53
0,3,1,1,0,3,1,1,2,0,0,81,89,94
1,3,3,1,0,1,2,0,3,1,0,70,57,62
1,2,0,1,1,0,2,1,1,0,0,51,52,44
1,4,0,1,1,1,2,1,4,0,1,86,68,64
1,3,1,1,0,2,2,1,3,1,0,88,84,88
1,1,0,0,1,1,2,0,2,0,0,43,47,47
1,1,5,0,1,1,1,1,6,1,1,64,66,63
1,3,5,1,0,2,2,1,1,1,2,69,55,56
1,2,4,0,0,1,1,1,3,1,0,73,68,65
1,3,4,0,1,2,2,1,2,1,0,62,56,48
1,1,2,1,1,3,2,1,1,0,2,82,82,75
1,2,1,0,1,1,2,1,1,0,1,56,53,43
0,1,2,1,1,2,2,1,2,1,0,59,80,71
1,1,4,1,1,1,2,1,0,0,1,71,63,63
0,2,4,1,0,2,2,0,1,1,0,94,100,100
0,1,1,1,0,0,2,0,1,1,0,82,87,93
0,3,2,1,1,1,2,1,1,0,0,40,43,47
1,3,5,1,1,2,1,1,0,1,0,83,65,66
1,0,5,1,0,1,0,1,3,0,2,92,91,86
1,0,2,0,1,0,2,0,2,1,1,59,59,52
1,2,2,1,1,1,1,0,2,1,2,77,71,69
0,1,2,1,1,0,1,1,3,1,2,42,44,43
0,1,2,1,1,1,0,1,4,0,1,67,82,76
0,2,3,1,0,1,1,1,1,0,2,98,100,100
1,2,4,1,1,0,1,1,2,1,1,57,57,56
0,3,1,1,0,1,0,1,0,1,0,69,90,93
1,4,0,0,1,2,1,1,5,0,1,58,56,49
0,2,3,1,1,0,0,0,3,1,0,86,86,88
1,2,0,1,1,1,2,1,3,0,0,65,66,62
0,1,5,1,1,1,2,1,3,0,0,73,86,80
0,2,5,1,0,1,2,1,3,0,0,49,56,65
1,0,2,0,1,1,1,1,2,1,0,64,55,53
1,0,5,0,0,1,1,1,1,0,1,54,65,61
1,1,5,0,0,1,2,1,4,1,0,49,53,48
1,1,1,1,1,1,2,1,1,1,2,65,61,63
1,1,0,1,1,0,1,0,4,0,1,60,59,57
0,0,0,0,1,1,0,1,0,0,0,69,81,78
1,4,5,0,1,1,2,1,3,1,0,68,65,54
0,3,5,1,0,2,1,1,0,1,1,68,86,92
1,3,1,0,1,2,0,0,4,0,0,53,52,48
0,2,1,0,0,0,2,1,1,1,2,73,96,90
1,3,2,1,1,1,1,1,2,0,0,48,44,43
1,1,0,1,1,2,1,1,0,0,0,79,66,66
0,1,2,0,0,1,0,1,1,0,0,51,65,60
1,3,2,0,1,0,1,1,3,1,1,53,46,44
1,4,5,1,0,1,1,1,3,1,0,89,81,78
0,3,1,1,1,1,1,1,2,1,0,67,65,75
0,1,0,0,1,1,1,1,2,1,1,73,83,82
0,2,4,1,1,1,0,1,1,0,0,58,62,64
1,1,0,0,1,2,0,1,1,1,0,64,58,57
1,1,0,1,0,1,2,1,4,0,2,96,95,92
0,2,2,1,1,3,2,0,4,0,0,54,54,49
0,1,1,0,0,2,2,0,1,1,0,61,87,86
1,1,0,1,0,1,0,1,3,1,0,70,67,71
0,3,5,0,0,1,1,1,2,1,0,54,65,73
0,4,5,1,1,1,1,1,0,1,0,54,60,61
1,0,5,1,0,0,1,0,2,1,0,70,65,68
0,3,5,0,0,1,2,0,5,1,0,57,67,68
0,4,2,0,0,1,1,1,7,1,0,83,93,97
0,4,3,0,1,1,2,1,1,1,0,70,83,89
1,1,1,1,1,1,1,1,2,0,0,75,63,52
1,2,2,1,1,1,2,0,2,0,0,60,55,47
1,3,1,1,1,2,2,0,1,1,2,82,77,78
0,0,3,1,0,1,1,1,5,0,0,75,84,79
1,1,4,0,1,1,1,1,0,1,1,61,67,66
0,2,5,0,0,0,2,1,3,1,0,59,81,81
1,3,0,1,0,2,2,1,2,1,1,73,72,75
0,3,2,1,1,2,2,0,3,1,2,78,86,84
1,2,2,0,1,2,1,1,5,1,1,53,44,37
1,2,5,1,1,2,2,0,3,1,1,54,43,46
1,2,1,1,1,1,2,1,7,1,0,70,70,68
0,1,0,0,1,1,2,1,4,1,2,54,66,60
1,4,4,0,1,1,1,1,3,0,0,82,79,75
1,1,1,1,1,1,2,0,2,1,0,77,61,6
0,4,2,1,1,1,2,1,1,0,0,64,74,70
1,3,3,0,1,1,2,1,0,1,0,76,75,76
0,2,0,1,0,1,1,1,4,0,1,77,86,86
1,3,2,0,1,1,2,0,5,1,2,84,77,75
1,0,1,1,0,2,2,1,1,0,0,93,89,89
1,2,4,0,0,1,1,0,1,1,0,72,66,64
0,2,0,1,1,1,1,1,0,0,1,65,68,73
0,2,5,1,1,1,0,1,1,1,0,78,81,77
1,4,5,0,0,2,1,1,3,1,0,90,86,83
1,1,4,1,1,1,1,1,3,1,1,55,49,51
1,2,2,1,1,1,1,1,3,0,0,77,70,65
1,2,4,1,0,1,2,0,3,1,0,51,56,55
0,3,3,1,1,1,0,1,5,1,0,85,88,85
0,2,0,0,1,0,1,1,5,0,0,43,65,57
0,2,4,0,0,1,2,1,4,0,1,62,76,78
1,4,0,1,0,1,2,1,2,0,1,83,85,82
1,0,1,1,1,0,1,1,2,1,1,69,58,55
1,2,0,1,0,1,2,1,5,1,0,92,92,91
1,2,3,0,1,1,0,1,1,1,1,72,84,75
0,2,3,1,0,1,2,0,2,0,1,69,76,82
1,3,0,1,0,0,1,0,5,0,2,81,69,74
1,2,5,0,1,2,0,1,1,1,0,72,65,65
1,4,4,0,1,1,2,1,2,1,0,62,58,61
1,2,5,0,1,1,2,1,3,0,0,49,51,47
0,2,5,1,0,1,1,1,1,1,0,82,92,93
1,4,2,1,0,2,1,1,1,1,0,67,58,58
1,2,2,1,0,0,1,0,2,0,0,76,70,72
1,2,2,0,1,0,2,1,3,1,0,43,46,45
1,0,1,0,1,3,0,0,1,0,0,63,66,64
0,3,2,1,1,1,2,0,1,1,0,70,79,74
1,3,2,1,0,2,0,1,3,0,0,82,74,76
1,1,4,1,0,1,2,0,2,0,2,57,45,54
0,2,5,1,1,0,1,0,1,1,0,62,79,74
0,4,5,1,1,2,1,1,2,0,0,53,54,55
1,4,0,1,0,1,2,0,3,0,0,84,81,79
1,2,1,1,0,1,1,0,3,0,2,89,76,84
0,2,5,1,0,0,1,1,4,0,0,89,99,100
1,0,0,1,1,1,2,1,3,0,0,72,73,71
1,0,4,1,0,2,1,1,4,1,1,79,75,77
0,2,4,1,0,2,1,1,2,1,1,88,97,100
1,3,4,1,0,1,1,0,1,0,2,94,83,85
0,2,5,1,1,2,2,0,3,1,1,59,75,70
1,2,2,1,0,1,2,1,5,0,0,70,67,68
1,4,0,1,0,1,2,1,0,0,1,73,76,68
0,2,0,1,0,1,2,1,0,1,2,86,95,94
1,4,5,0,1,1,2,0,4,1,0,86,79,77
1,0,4,1,1,2,2,0,1,0,1,45,50,42
0,2,2,1,1,1,2,1,3,0,2,67,75,69
1,1,4,0,0,0,0,0,1,0,0,53,64,57
1,0,4,0,0,2,2,1,1,0,0,67,67,61
0,1,2,1,0,1,1,1,3,0,1,68,72,74
1,4,2,1,1,2,1,1,5,0,0,91,78,70
1,1,4,1,1,1,0,1,1,1,0,72,65,62
1,3,4,0,0,1,2,1,0,1,0,45,48,53
0,3,4,1,1,1,2,0,1,0,0,87,96,96
1,3,4,1,1,0,2,0,1,1,1,63,59,58
1,2,4,0,1,2,1,1,2,1,0,53,51,50
0,3,5,1,0,1,1,1,2,0,0,87,100,100
1,0,5,1,1,1,1,1,0,0,0,85,75,71
1,1,1,0,1,1,1,1,7,1,0,64,54,61
1,3,1,0,0,1,2,1,3,1,1,63,63,65
0,2,1,1,1,1,1,1,3,1,2,85,83,97
0,1,2,1,1,1,2,0,1,1,1,66,73,69
1,4,1,1,1,1,1,0,1,1,0,98,88,91
1,4,2,0,0,0,1,1,2,1,0,78,69,72
1,2,4,1,1,3,0,0,4,1,2,64,57,57
0,4,1,0,0,0,1,1,3,1,0,78,94,92
0,0,1,1,1,0,1,1,1,0,0,56,63,68
0,4,4,1,1,1,2,1,1,1,2,74,87,76
1,2,4,1,1,1,1,1,3,0,0,92,84,83
0,2,0,0,0,2,1,1,1,1,0,75,88,86
1,2,5,1,0,2,2,1,3,1,0,59,60,56
1,4,1,0,0,2,0,1,2,1,0,92,86,85
1,3,2,1,0,1,2,1,3,0,0,98,99,98
1,2,0,1,1,2,1,0,4,0,0,73,58,60
1,1,5,0,0,1,0,1,2,1,0,65,67,62
0,1,0,0,1,0,2,0,3,1,2,63,75,76
0,3,2,1,1,0,2,1,4,1,0,68,78,73
1,2,0,1,1,1,1,1,4,1,1,68,58,58
0,4,4,1,1,1,1,1,4,1,2,82,70,71
0,2,4,1,1,2,2,1,2,0,0,62,70,73
1,3,4,1,1,1,1,1,3,1,0,63,54,58
0,2,1,0,0,1,1,1,1,1,0,44,57,62
0,2,0,1,1,1,2,1,1,0,1,71,76,76
0,0,2,0,1,1,0,1,0,0,0,37,51,50
0,3,4,1,1,2,1,1,1,1,0,83,90,87
1,0,0,1,1,1,2,0,3,1,0,86,79,78
0,3,5,1,1,1,2,0,2,0,1,57,68,64
1,3,3,1,1,1,0,1,0,1,1,77,75,72
0,2,0,1,1,0,2,1,2,1,1,53,59,61
0,2,3,0,0,0,0,0,1,0,1,47,66,70
0,3,2,1,1,0,1,1,5,1,1,71,75,79
1,2,0,1,0,1,2,0,2,1,0,71,67,59
1,2,0,1,1,1,2,1,1,0,0,71,67,69
0,2,4,1,0,1,1,1,2,0,1,55,72,74
0,1,4,0,1,1,1,1,1,1,0,55,63,65
1,1,2,1,1,0,1,1,2,1,0,73,73,70
0,2,0,0,1,1,2,1,4,0,1,65,72,72
0,2,4,1,1,1,1,1,4,0,1,45,54,55
0,4,4,1,1,2,2,1,4,1,1,82,88,84
0,2,5,0,1,1,2,1,1,1,1,62,74,68
0,3,4,0,1,1,2,1,2,0,1,46,68,68
1,2,5,1,1,1,0,1,1,1,0,85,83,77
0,1,2,1,0,1,2,1,2,1,0,78,93,89
1,3,5,1,0,1,1,1,2,1,2,73,66,73
1,2,2,1,0,1,2,0,1,0,0,65,80,71
0,2,2,1,0,1,1,1,0,1,2,82,95,98
1,3,2,1,1,0,0,1,1,0,1,57,47,47
0,3,4,0,1,1,1,1,0,1,0,63,81,78
1,2,4,0,1,1,0,1,4,0,1,44,44,38
0,2,4,1,1,1,2,1,1,0,0,37,45,45
1,1,5,0,0,1,2,0,5,0,0,51,53,50
0,2,4,0,1,1,1,1,3,1,1,38,51,55
0,4,2,1,1,2,2,0,4,0,0,61,68,64
1,1,4,1,1,0,0,1,4,1,1,54,37,34
1,2,2,1,0,1,2,1,3,1,0,64,54,57
0,0,4,1,0,1,1,1,2,0,0,69,72,75
1,3,1,1,0,1,2,1,3,1,0,91,80,88
0,4,4,1,1,1,1,0,3,1,0,57,58,55
0,0,2,0,0,1,1,1,3,1,0,62,70,76
1,2,0,1,1,1,0,0,3,0,1,62,64,61
0,1,1,1,0,1,0,0,2,1,0,63,66,73
1,2,5,1,0,1,2,0,7,1,0,49,48,53
1,2,5,1,0,1,2,0,3,1,2,80,70,70
1,1,0,1,0,1,2,1,0,1,1,81,84,83
1,1,2,1,1,1,1,1,2,1,2,78,69,66
0,2,4,0,1,1,1,1,1,1,2,64,72,71
1,2,4,1,1,1,1,1,2,1,1,95,78,82
1,1,4,1,1,1,1,1,3,1,0,77,69,68
1,2,1,1,1,1,0,1,0,1,0,91,93,86
1,4,4,1,1,2,2,1,1,1,0,85,75,74
0,2,0,1,1,1,1,1,4,1,0,84,97,96
0,2,1,1,0,2,1,1,3,0,2,75,80,88
0,4,4,1,0,0,2,1,2,1,0,69,68,73
0,0,0,1,1,1,2,1,1,1,1,39,57,52
1,2,2,1,1,1,2,0,4,1,0,72,66,64
0,4,2,0,1,1,2,1,1,1,0,38,39,45
1,1,5,1,0,1,2,1,0,1,1,72,67,67
1,1,5,0,0,1,2,1,3,0,1,32,46,43
0,4,3,1,1,0,1,0,3,1,0,97,87,84
1,3,1,1,0,2,2,1,3,1,1,76,74,74
0,2,5,1,1,0,2,1,1,1,0,64,66,63
1,2,2,1,0,1,0,0,1,1,0,78,72,68
0,2,0,1,1,2,2,0,3,1,0,95,97,94
1,3,2,1,1,1,2,1,0,0,0,80,81,78
1,3,5,1,1,0,2,1,1,1,2,71,56,61
0,1,1,0,0,0,1,1,1,0,1,53,80,84
1,4,4,0,1,1,1,1,4,0,0,79,70,70
1,3,1,1,0,2,2,0,2,0,0,91,85,93
0,2,2,1,0,1,2,1,7,1,2,75,73,84
1,3,4,1,1,2,1,1,0,0,0,77,70,72
0,1,1,1,0,1,1,1,2,1,1,69,82,84
0,3,3,1,1,0,0,1,1,1,0,76,87,91
1,3,1,1,0,1,1,0,4,1,1,93,87,97
0,4,5,1,1,1,2,1,3,1,1,81,85,79
1,2,5,1,1,1,2,0,1,1,0,74,70,69
0,3,2,0,1,2,2,1,1,1,1,58,68,65
0,4,0,1,0,1,2,1,2,1,0,86,91,89
1,3,4,1,1,2,2,1,1,1,0,55,62,52
1,0,0,1,1,0,0,1,0,1,1,64,75,71
1,1,5,0,1,1,1,0,2,0,0,57,52,45
1,2,1,0,0,1,2,1,1,0,0,77,76,81
1,0,4,1,1,1,2,1,0,0,1,75,78,71
1,2,1,1,1,1,0,0,3,1,0,85,85,86
0,3,0,0,1,2,1,1,1,1,0,69,69,67
0,1,5,0,1,0,2,1,3,1,0,65,61,59
1,0,0,1,1,1,1,0,3,1,0,80,77,73
0,0,5,0,1,0,2,1,2,0,0,58,82,73
0,3,3,1,1,2,1,1,1,0,0,90,95,96
1,3,4,0,1,1,1,0,1,1,1,52,48,46
0,2,0,0,0,1,2,1,4,0,2,64,84,82
0,4,0,1,0,1,2,0,1,0,1,77,81,87
1,4,2,0,1,2,1,0,3,1,0,60,54,49
1,3,2,0,0,0,2,0,3,0,0,62,59,63
0,2,4,0,0,1,1,1,2,1,2,71,76,81
1,3,0,1,1,1,2,1,0,0,1,90,84,80
1,2,4,1,0,1,1,0,3,0,2,64,70,70
1,2,4,1,1,0,2,1,2,1,1,74,63,59
1,1,0,1,0,1,2,1,0,1,0,98,88,93
1,3,4,0,1,2,0,1,2,0,2,72,68,67
1,4,0,1,1,2,2,1,4,1,1,90,85,80
0,0,5,1,0,1,1,1,3,0,2,63,66,70
1,1,4,1,1,1,2,0,5,1,0,82,89,76
1,4,5,0,1,1,1,1,2,0,1,52,46,41
0,3,2,1,1,2,1,0,2,1,2,77,71,77
1,3,4,1,1,2,2,0,4,0,0,89,71,69
1,4,2,1,0,0,1,1,1,1,1,71,59,55
0,0,4,1,1,1,2,1,3,0,2,52,55,59
0,2,0,1,0,2,2,1,3,1,1,66,86,88
0,2,5,0,1,1,2,0,5,1,0,50,65,55
0,1,0,1,1,1,2,1,3,0,1,75,81,84
1,2,0,1,1,0,2,0,2,0,2,74,70,63
0,3,3,0,0,2,0,1,1,1,0,50,82,80
1,2,2,0,0,1,1,1,1,1,0,78,70,75
1,2,3,1,1,1,0,0,2,1,1,65,77,71
0,3,2,0,1,0,2,1,3,1,0,48,54,59
0,2,4,1,0,1,1,1,2,1,1,72,79,83
1,4,2,0,0,1,1,0,3,1,1,50,43,42
0,2,4,0,0,1,1,1,0,1,0,40,43,54
1,1,1,1,1,1,0,0,4,1,0,49,43,43
0,4,1,1,1,1,2,0,2,0,0,87,89,90
1,2,0,1,1,1,2,0,2,0,2,76,68,62
0,4,5,0,1,0,1,1,3,1,2,65,66,73
1,1,4,1,1,1,1,1,0,0,1,84,70,72
1,2,1,1,0,1,2,0,1,0,0,89,79,82
0,3,4,1,0,1,2,1,3,0,0,84,96,95
1,4,4,1,1,1,0,0,4,0,0,72,65,59
1,3,5,1,1,1,2,1,5,1,0,68,64,59
1,4,4,0,0,2,2,1,0,1,0,77,84,81
1,4,5,1,1,0,0,0,1,1,0,81,73,61
1,3,3,0,0,0,2,1,1,0,1,75,83,83
1,2,0,0,0,1,2,1,2,0,0,84,78,75
1,2,5,0,1,1,1,1,2,1,0,76,74,76
1,0,2,1,1,1,2,1,3,1,0,41,40,34
1,0,5,0,1,1,2,0,2,1,0,42,44,42
1,3,5,1,1,1,1,1,4,1,1,64,53,54
0,4,4,1,1,1,1,1,1,1,1,96,96,98
0,3,5,1,1,0,2,0,1,1,0,62,60,65
1,2,4,1,1,0,2,1,3,0,0,81,76,69
1,3,0,1,1,0,2,1,2,0,1,63,58,55
0,2,1,1,0,1,1,0,1,1,1,93,92,100
1,2,5,1,0,1,1,0,2,0,1,67,56,61
1,3,4,0,1,1,1,1,3,1,0,83,77,67
0,2,0,1,0,2,2,0,1,1,0,70,83,85
1,0,4,1,1,1,2,0,1,1,1,85,79,77
1,2,1,1,1,2,1,1,1,1,0,89,86,72
0,4,2,1,1,1,1,0,7,1,0,53,45,52
1,2,1,1,0,2,2,1,1,0,1,70,69,67
0,2,5,0,0,2,2,1,2,1,0,50,49,50
0,2,3,0,1,3,2,1,0,1,1,45,60,59
0,1,0,1,0,3,1,0,2,1,0,86,91,91
1,1,4,1,0,1,2,0,2,1,0,79,72,76
0,2,1,1,1,1,2,1,1,0,0,60,76,78
1,1,3,1,0,2,1,0,1,1,0,75,84,77
1,2,2,1,1,1,0,1,2,0,0,78,76,66
1,3,2,1,1,1,2,1,0,0,1,75,72,71
0,2,2,1,0,1,2,1,4,1,0,47,61,73
1,4,4,0,1,1,2,1,2,1,0,45,43,37
0,3,3,1,1,3,2,0,3,1,1,76,97,94
1,2,2,1,1,0,2,1,2,1,1,54,54,41
0,3,2,0,0,1,2,0,2,1,1,46,57,62
0,1,2,1,0,0,0,1,0,0,0,76,87,86
0,3,5,1,0,0,2,1,1,1,1,64,75,76
0,2,1,0,1,1,2,1,3,0,0,59,71,67
0,3,2,1,1,1,1,1,2,1,0,67,73,74
1,1,0,1,1,1,0,1,1,0,2,79,68,59
1,1,2,0,1,0,2,1,2,1,1,47,49,35
0,2,4,0,1,1,1,0,6,1,1,33,51,49
0,3,0,1,1,1,1,1,2,0,0,70,78,80
0,1,3,1,1,0,1,0,1,1,0,76,77,79
1,4,1,0,1,0,2,0,1,1,0,81,81,75
1,1,1,1,1,2,2,0,3,0,1,78,59,60
1,3,2,1,1,1,0,1,1,1,0,64,58,59
0,2,3,1,1,1,0,1,3,0,1,61,65,71
0,3,3,0,1,1,1,0,4,0,0,61,79,87
1,2,4,0,0,1,2,1,1,1,0,74,78,80
1,2,0,0,1,0,0,1,3,1,0,79,61,63
0,4,0,1,0,1,2,1,3,0,0,82,89,100
0,2,4,1,1,0,2,1,2,1,0,63,74,72
1,1,1,1,1,0,2,1,1,1,1,80,77,79
1,2,0,1,1,0,1,1,2,0,1,67,64,59
0,2,4,1,1,1,1,1,1,0,1,71,82,80
0,1,5,1,1,1,2,1,3,1,1,75,87,82
0,0,2,1,1,2,1,1,4,0,0,78,89,84
1,1,0,1,1,1,2,1,3,1,0,66,63,60
1,3,4,1,1,1,2,0,7,1,1,76,65,66
0,3,1,0,1,2,2,1,0,1,0,63,71,72
1,3,1,1,1,1,2,1,3,0,1,56,64,62
1,1,4,1,1,1,1,1,1,0,2,67,61,60
0,1,4,1,1,1,2,1,1,1,2,37,44,45
0,2,0,1,0,1,1,1,0,1,0,86,93,96
0,2,5,1,0,2,1,1,1,1,0,72,79,84
1,0,4,0,0,0,2,0,5,0,0,65,62,60
0,3,5,1,0,1,0,0,2,0,0,44,55,57
0,1,4,1,0,1,2,1,0,1,2,64,74,70
1,3,0,0,1,1,2,0,1,1,0,64,60,59
0,3,5,0,1,0,1,1,7,1,1,52,67,67
0,3,5,1,0,1,2,1,2,0,2,62,63,69
0,2,1,0,1,1,1,0,1,1,1,55,61,66
0,1,0,1,0,0,1,1,0,1,0,62,87,85
1,4,5,0,0,0,2,0,1,1,1,72,63,63
0,3,5,1,0,1,0,1,0,0,0,60,74,77
0,2,3,1,1,1,2,1,0,0,1,70,75,70
1,2,1,0,1,1,1,0,3,0,0,80,78,76
1,2,4,1,0,1,2,1,2,1,0,85,88,80
0,3,4,0,1,1,2,1,1,0,0,49,72,65
0,4,4,1,1,1,2,1,1,0,0,71,73,77
1,1,2,0,0,1,2,1,3,1,0,75,79,65
0,4,2,1,1,2,0,1,2,1,0,72,75,77
0,1,0,1,1,2,2,1,1,1,0,52,58,53
1,2,5,0,0,0,2,1,1,0,1,76,79,73
1,2,2,1,0,1,2,1,1,1,0,76,83,73
0,4,0,1,1,1,2,1,1,1,1,83,87,83
0,3,0,0,1,3,2,1,0,0,1,41,65,55
0,2,0,1,1,1,2,1,4,0,0,68,77,74
1,2,0,1,1,1,2,1,1,0,1,64,63,50
1,1,5,1,0,1,1,1,0,1,1,68,61,59
0,4,4,1,1,0,1,0,2,1,0,63,64,65
1,0,1,1,0,1,2,1,4,1,2,87,83,81
0,1,2,0,1,1,1,1,3,1,2,38,50,47
0,3,4,1,1,1,1,1,2,1,0,70,78,80
1,1,0,0,1,2,2,0,3,0,1,71,65,61
1,3,0,1,0,2,2,0,2,0,0,99,91,94
0,2,2,1,1,1,1,1,0,1,1,42,56,47
1,2,2,0,1,1,1,1,1,0,0,46,54,43
1,3,4,0,1,1,1,0,3,0,0,66,64,68
0,2,4,1,1,1,2,0,1,1,1,87,93,91
0,0,0,1,1,1,2,1,1,0,1,74,81,83
1,1,3,0,1,1,1,1,1,1,0,42,48,50
0,4,1,1,0,2,1,1,3,0,0,88,84,94
1,3,5,0,1,1,1,1,1,1,0,77,63,63
0,2,4,0,0,2,2,0,3,1,0,60,81,80
0,2,2,0,1,1,1,1,0,0,1,18,34,36
0,3,2,1,1,2,2,1,3,1,0,71,77,74
0,1,4,1,0,1,1,1,0,1,0,93,91,100
0,4,0,1,1,1,2,1,2,1,0,71,72,77
1,4,5,0,0,1,2,1,2,1,0,62,59,59
1,2,0,1,1,1,1,0,1,1,1,81,69,67
1,3,4,0,0,2,1,0,2,0,0,61,68,68
0,2,3,1,1,2,1,1,3,0,0,57,69,68
0,3,0,1,1,2,2,1,2,1,2,74,79,78
0,0,2,0,0,1,2,1,4,0,2,73,84,89
0,0,3,1,0,2,2,1,3,0,0,57,68,73
0,2,4,1,0,0,2,0,2,1,0,88,85,92
1,2,4,0,1,2,2,1,0,1,0,72,73,66
1,1,1,0,1,1,2,1,2,0,1,51,59,58
1,1,4,1,0,1,2,1,3,1,0,62,68,73
1,3,5,1,1,1,2,0,2,0,0,50,42,43
1,3,2,0,1,2,2,1,3,1,1,64,60,56
1,2,2,0,1,1,2,1,0,0,1,68,67,63
0,1,5,1,0,2,2,1,4,0,0,57,61,70
1,1,1,0,0,1,1,1,0,1,1,57,56,61
1,4,5,1,0,1,2,1,0,0,0,85,77,80
1,3,2,1,1,0,2,1,4,1,0,61,43,48
1,4,1,1,1,2,2,0,3,1,1,97,88,91
1,3,4,1,0,1,0,0,5,0,0,48,60,61
1,4,0,1,0,2,2,1,0,1,2,80,76,73
0,3,4,1,1,1,2,1,3,0,0,72,81,85
1,4,1,1,1,2,1,0,1,0,1,51,47,42
0,3,5,0,1,3,2,0,1,1,0,54,66,67
0,3,3,1,1,0,0,1,0,1,1,47,63,64
1,2,1,1,0,1,0,0,4,1,0,78,77,77
0,1,1,0,0,2,1,0,2,0,1,58,74,75
0,2,0,1,0,1,2,1,0,0,0,93,100,100
0,1,2,1,1,1,1,1,2,0,0,71,69,68
1,3,4,1,0,1,2,1,1,0,1,72,68,74
1,4,0,1,1,1,0,1,4,1,2,83,69,68
1,1,4,1,0,3,0,1,4,0,0,84,91,94
0,1,0,1,1,1,2,1,0,0,0,53,63,65
